baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AHCY	38.8688997082388	1.06963427004076	0.230362001642945	4.64327563752753	3.42928356603815e-06	4.35122083698851e-05
PPP1R16B	6.00401484732103	0.224782131453901	0.2632887965712	0.853747422530812	0.393244952160705	0.518215933253432
FAM83D	6.3031800897188	0.930278843012959	0.366024081539624	2.54157824561675	0.0110353242929448	0.0347306024943205
EPPIN	12.4973747724417	-1.40823657046448	0.300960163710291	-4.67914608067554	2.88072151331364e-06	3.78509254049028e-05
DHX35	6.0326591502736	0.347628515157413	0.172190839898053	2.01885602836498	0.0435021856384421	0.103474447612873
DNTTIP1	10.3050569259523	0.253399195781681	0.219912050582189	1.15227517141893	0.249208016298219	0.378856634012084
MAP1LC3A	19.0991732124127	-0.285968519061893	0.260151100557677	-1.09924008950518	0.271663356592696	0.401899771561811
SYNDIG1	2.31236744338112	0.956333165617992	0.471205905436419	2.02954410075201	0.0424029018910991	0.101408766508964
PIGU	7.49121803874346	0.429765938137104	0.20177745440895	2.12990068387958	0.0331798136801559	0.0838025992735005
TNNC2	0.695573655106619	-1.28263144109817	0.586295253385385	-2.1876885983504	0.0286922931482537	0.0747537912547083
ACOT8	15.5602149906631	0.489954206566855	0.164872206846074	2.97172104346417	0.00296135615740609	0.0121700894393836
APMAP	31.3884658818433	0.0666985054022425	0.263312947538906	0.253305073015399	0.800032476219295	0.860944714292266
CELF4	2.45800502527456	-0.895992476841377	0.415887157610905	-2.15441246608449	0.0312078398218085	0.0798620819544245
ZNF516	20.2309927855921	-0.814234973151677	0.242327907839975	-3.36005448323917	0.000779271030872223	0.00409052207324492
CDH20	0.839304831650555	-2.43281028364785	0.76504313605455	-3.17996485295488	0.00147292916092002	0.00689906377883594
ADNP2	9.15137965609332	-0.105738730042961	0.169566299160877	-0.623583404050359	0.532901212489915	0.643804213589885
RBFA	60.9690153056318	-0.725122694835015	0.310067390209667	-2.33859708479724	0.0193562958282982	0.0546515360650737
USP14	15.2901085783631	0.707524998596737	0.156382481087252	4.52432391197312	6.05888726697345e-06	7.06495481872508e-05
VAPA	47.8272894075367	0.172363570317874	0.221804286611456	0.777097561778914	0.437101212392976	0.558029884194568
METTL4	5.05396225660018	0.234947638462295	0.214241495074617	1.0966486131945	0.272795027843331	0.403162741024142
LPIN2	9.81950655335079	0.370382433423304	0.203896739439926	1.81651964833125	0.0692906967135178	0.147858316719486
SMCHD1	20.4468219600963	-0.485840453363636	0.270800519415629	-1.7940898134614	0.0727988346802661	0.153519967329876
MYOM1	2.66195020602261	-1.20312555071832	0.330227616512912	-3.64332203170319	0.000269141764052745	0.00168369872634854
MYL12A	82.356209465232	0.446996830708518	0.215506757378551	2.0741661938857	0.0380638787037198	0.0932043088638623
CEP76	6.48069240736345	0.305248721720724	0.199799587636759	1.52777453312704	0.126568527343071	0.233142788496835
ST8SIA5	0.92299037153479	-2.71186284889101	1.02684607994568	-2.64096333603813	0.00826706652683948	0.0276032476294596
CEP192	11.4161591334829	0.540501043193607	0.222222198231541	2.43225495695277	0.0150051408913434	0.0444636070259752
RNMT	6.51542862124403	-0.0470126752284141	0.186856914231557	-0.251597193616047	0.801352428031206	0.862217531986327
SMAD7	17.1364230712721	0.171741181158711	0.232019311020438	0.740202099572578	0.459177373810676	0.578651876968339
LIPG	3.98599543734849	0.220625010508362	0.367943466143989	0.599616600942776	0.548761780882703	0.657948834957609
LAMA1	12.6154567224836	-0.445355565485232	0.345451859062943	-1.28919718855554	0.197329542195911	0.321493866594998
RNF125	12.7943545643811	-0.198356604670986	0.308345985140612	-0.643292321709757	0.520034437588717	0.632637545695546
ANKRD12	29.0343115348536	-0.605153316091146	0.217264283754978	-2.7853327092345	0.00534728245173921	0.0194977781140094
NOL4	1.62896848192516	-0.288296472546762	0.59821821932969	-0.481925262774179	0.629859039156856	0.726605109554491
POLI	8.30610194945805	-0.545714106318871	0.176192438686336	-3.09726178028769	0.001953173087656	0.00865501258936635
MIB1	10.1163448002328	0.27994901717224	0.229542883332984	1.21959353784946	0.222618997340998	0.350754674928096
RBBP8	9.6596540436431	-0.868166070739325	0.236263464719019	-3.67456759246211	0.000238252567018561	0.00152434752328978
RIOK3	17.0108744977455	0.0676133876450567	0.18482990590782	0.365814110616803	0.71450378987447	0.794665779394982
CSTF2	4.34331750564069	0.427649120917272	0.229390946106082	1.86428073198454	0.0622822911909916	0.136201878961511
H2BFM	0.45874505677213	-2.01080058493776	1.70126106503669	-1.18194710163099	0.237226690948084	0.366121736746019
MXRA5	37.4927422787323	0.663570051253549	0.259659299817531	2.55554124855091	0.0106022794190156	0.0336825574465948
VSIG1	34.6750826091067	-0.517973116035407	0.329882491525595	-1.5701746207868	0.116374492182836	0.219161111676726
PSMD10	10.5470716639375	0.607652624216661	0.211481563416567	2.87331252143116	0.00406192081638264	0.0156346020571046
ATG4A	2.63367848913555	0.327948238327972	0.275816981853656	1.18900669612133	0.234437031958396	0.363272032989551
STS	2.73091231422834	-0.599551831876912	0.282129428719917	-2.12509497714297	0.0335786886166377	0.0846312222786665
TBL1X	10.9752711601652	0.104762628969584	0.19751730276408	0.530397223450927	0.595836550688495	0.698532497869276
GPR143	2.13535596987516	0.0978911791357899	0.393480598452016	0.24878273419554	0.803528847403696	0.863867579886346
PGRMC1	28.6439384568336	0.516104678083613	0.264577599245077	1.95067412946607	0.0510958227430082	0.117374724393204
POLA1	5.29275350589965	0.0894885658423104	0.226064996284129	0.395853260404087	0.692213283190176	0.777163359208692
MID1	12.0025800865044	-0.201026816370467	0.250412563994332	-0.802782468914048	0.422100476696976	0.544352072829535
NKAP	57.6454232906927	-0.14431397969911	0.284701967302468	-0.506894915642752	0.612228553321867	0.712258244763608
RHOXF1	0.446054032396562	-1.97016928218939	1.01906213060192	-1.93331615710781	0.0531972626354293	0.120891212123782
NXT2	2.29059545466154	0.163483908082266	0.308594459683938	0.529769420519428	0.596271809483528	0.6987863471576
ATP1B4	2.45595594560746	0.147959182453367	0.364503338889577	0.405919964695275	0.684801408227586	0.771137753949542
ALG13	31.8863586698737	-0.493724181243907	0.185865359562197	-2.65635394571031	0.00789906593057176	0.0266196404148223
PRPS2	16.0045985658112	0.899026979683237	0.24525637571818	3.66566201205017	0.000246699571630718	0.00156986851943881
TLR8	0.904243731863364	-1.20001043720929	0.702398234723103	-1.708447399049	0.0875533586702878	0.176148386229416
MOSPD1	2.1377012108116	-0.536494701962268	0.335835096536257	-1.59749444741058	0.110155534416212	0.210029588574951
AMMECR1	4.56272543980657	0.213472272639915	0.235775082065268	0.905406418566406	0.365250116600488	0.492579655332769
CHRDL1	13.3267896076072	-2.28157539394258	0.329556192058978	-6.92317561896778	4.4162970628372e-12	2.85168770958203e-10
WDR13	55.1154437114464	0.0590476424807106	0.235958616256654	0.250245756724069	0.802397301894909	0.862997041083139
SUV39H1	5.7389536910261	0.640305662169696	0.200696583440723	3.19041635483952	0.00142067959161008	0.00670007846418412
PAGE4	0.365365041087582	-1.99503176393824	2.18524297879482	-0.912956491931401	0.36126542445203	0.488641289673101
SRPX	11.1067418331483	-1.4816442703364	0.319761452092418	-4.6335925129217	3.5937404867327e-06	4.53243992490602e-05
GLRA2	0.311838981046528	-1.3920244056905	1.88055473611745	-0.74022009514301	0.459166456190068	NA
XIAP	23.3496984690777	-0.535343460002903	0.234624243477076	-2.28170564162185	0.0225067247819441	0.0617257157474264
STAG2	30.7879044149925	-0.0320270021720016	0.140511563002629	-0.227931434877018	0.819699544366383	0.875662034505844
ATP11C	5.88912787947766	-0.251592152696968	0.259858171755023	-0.968190267012856	0.332949354871742	0.463508571035639
MCF2	0.280745198770467	-1.56672260229058	2.43206335212191	-0.644194815453167	0.51944911244497	NA
F9	0.2186831735065	-1.32221927970739	2.93273944317711	-0.450847852434853	0.652099209933099	NA
ABCD1	14.4748579059289	1.1146552779905	0.206457203116856	5.39896531175811	6.70263307620627e-08	1.4610190364378e-06
CCDC22	8.80677946697523	0.364281277051144	0.200323547635791	1.8184645856684	0.0689931547553673	0.147356811612194
CACNA1F	1.68793424054825	-0.790346478845514	0.362307371065954	-2.18142533650424	0.0291519713261269	0.0756586950246555
SYP	11.09894638355	-0.24518874775251	0.272330450682768	-0.900335409197869	0.367941782754659	0.49509345326155
PLP2	47.9503556614132	0.244294652928246	0.286252824498008	0.853422681004658	0.393424948135363	0.518272018241618
BMX	0.969830286440823	-2.53612192531688	0.721652193473638	-3.51432719009608	0.0004408694200729	0.00253278272866378
LUZP4	0.1923285190102	-1.05737203362197	2.93305416973352	-0.360502047501575	0.718471725735392	NA
PLS3	23.5330836124608	-0.123329613335133	0.253213181266074	-0.487058425309777	0.62621692770882	0.723399103783225
NAA10	46.2664544419165	0.871045891314489	0.195440858530653	4.45682595677849	8.31820821491274e-06	9.25308648331444e-05
RENBP	21.7891579525471	0.492007575841796	0.161042802518197	3.05513545559542	0.00224958895732916	0.0097373736892657
ELF4	9.90224532354826	0.516650654675103	0.210055885718279	2.45958666146599	0.0139097111048563	0.041943841067753
SMARCA1	5.29598832702626	-0.330899528657841	0.271351247914524	-1.21945091906146	0.22267309368837	0.350810593373513
MTMR8	1.49357088277332	-0.960192347582936	0.42447113522971	-2.26209103020235	0.0236917796802614	0.0642561141932291
ASB9	5.16772392281254	0.0801563184940778	0.273530259253976	0.293043697295851	0.769488751422819	0.838363019072995
ZC3H12B	1.64229524527977	-0.568966500693351	0.33967216637803	-1.67504599143438	0.0939252083373218	0.18569653060684
RBBP7	45.7608653360849	0.477783189147684	0.13792143949512	3.46416910160361	0.000531872048835739	0.00297580043940589
KCND1	2.68581142420064	-0.770521326343987	0.289989819292325	-2.65706336941181	0.00788246246768519	0.0265779380951724
UBE2NL	0.390580128104962	-2.08962496996461	2.13495302422063	-0.978768594089994	0.327694330746989	0.458528876158403
OPN1LW	0.203265577891422	-1.05737203362197	2.93305416973352	-0.360502047501575	0.718471725735392	NA
SLC25A14	4.6543691590755	-0.370746540539299	0.242792650660739	-1.52700890875545	0.12675879610674	0.233288150375069
TEX28P2	0.529061529635175	-2.52913592641663	1.76012579481051	-1.43690634719032	0.150744606175426	0.263981772026969
FMR1	24.0641554615551	-0.267277417082333	0.237877715058115	-1.12359166144267	0.261186295194998	0.391312482789169
PIM2	26.0255027308389	0.844645605867055	0.30394676926571	2.7789260859972	0.00545389335590537	0.0198060784332812
SCML2	2.47358491701937	-0.183244298965739	0.380126383365486	-0.48206151160403	0.629762250221907	0.726559825487001
SLC35A2	17.3562845604213	1.30902939610727	0.220887252170978	5.92623333054102	3.09962082920237e-09	9.93934536302904e-08
PQBP1	25.3415249054184	0.244885775863787	0.184803010904355	1.3251178899381	0.18513205338434	0.306825542740005
RS1	0.714854175650209	-2.9630887038651	1.51793764842796	-1.95204902318208	0.0509323846018182	0.117065201071983
PCSK1N	14.6433382009363	1.34635864116868	0.542426753588447	2.482102205066	0.0130609807389699	0.039893859036656
EMD	35.1495608686502	0.152417348457659	0.244464308464621	0.623474851666197	0.532972523249382	0.643849111088359
TAZ	30.6945427309186	0.475052275184533	0.194467045140948	2.44284204987132	0.0145721133804002	0.0434742401562413
RAB40AL	2.14066399563563	-1.30165626592623	0.359933092476444	-3.61638397006082	0.000298747136451943	0.00183421597453643
PGK1	127.939601877887	1.58692022473492	0.277356038142977	5.72159970037091	1.05525703264334e-08	2.91315832364423e-07
GATA1	0.469677355223775	-1.26457435932331	0.846209899353878	-1.49439797417742	0.13507163076049	0.244097068575823
MAGT1	20.5251948202544	0.841856094132437	0.193751868283785	4.3450218136704	1.39261823666217e-05	0.0001415459486229
SMS	22.1816120505845	0.513125299624637	0.235169372486826	2.1819393154752	0.0291140117368019	0.0755794426981365
PHEX	1.64360760572667	-0.229557527669895	0.369387184945581	-0.621455039659033	0.534300267805546	0.644957205472059
UBL4A	16.5220936713528	0.918957340540422	0.205026364240931	4.48214230371141	7.38974383899458e-06	8.37844979460269e-05
CD99L2	15.0392094622463	-0.184229231675967	0.162313288281123	-1.13502248415352	0.256365897820921	0.386485888175699
EEA1	15.0456011167598	-0.12072425138843	0.24675672819564	-0.489244010776126	0.624668954558049	0.722141823310363
GPR50	0.587396125902203	-2.68082967965061	1.88753012658265	-1.4202844457398	0.155524887582699	0.270119911143311
RP2	2.31435547268717	-0.241792404506684	0.286762785595816	-0.843179159402794	0.399128252173942	0.523189877276118
JADE3	4.59882277225049	0.646498083949419	0.232543847144023	2.78011261914412	0.00543400496602383	0.0197528751945979
CDK16	62.133628414732	0.951973362568693	0.197496041637158	4.82021489988984	1.43403660437103e-06	2.08793514868076e-05
USP11	38.8176353666178	-0.387773069427805	0.215905792775001	-1.79602902008243	0.0724899017958207	0.1530048742976
PCYT1B	1.62685697716844	-1.84660018794994	0.545468373033603	-3.38534785743881	0.000710881049322072	0.00378634524999087
BRS3	0.30054061808787	-1.70852354153369	2.36158411501092	-0.723465038011484	0.469394226242173	NA
HTATSF1	10.639540448331	0.161806433024457	0.20705906936921	0.781450595317503	0.434537523334198	0.555509187230747
VGLL1	9.4720594209837	2.75283503415235	0.492408980814558	5.59054595145386	2.26356771118495e-08	5.69060922591896e-07
CD40LG	0.96303415673987	-1.06836798548066	0.514717019913695	-2.07564145763006	0.0379271241053921	0.0930171598604536
TIMP1	206.022831777523	0.653475676442938	0.345069610121557	1.89375029639016	0.058258161827379	0.129611521092063
KLHL4	0.460466762441458	-1.8704085585957	0.896110452708374	-2.0872522499237	0.0368653386331515	0.0909811465874438
GABRE	37.8870517109493	-0.191579385988315	0.299798866798398	-0.639026384703263	0.522805767718587	0.635107451216672
PCDH11X	5.45285580509402	-0.634023965378313	0.355020685957149	-1.78587893736096	0.0741188620034349	0.155676856753343
FGD1	7.08830797243274	0.689392261038049	0.232536626282733	2.96466097430967	0.00303016663754367	0.0124026372525178
PIN4	5.38931154871265	-0.591936441642632	0.264760724399462	-2.23574113186644	0.0253687330447807	0.0678478668878496
PORCN	8.20832781866224	0.269504534647872	0.243279160758457	1.10779950821786	0.26794841253601	0.398121932101376
ITIH6	1.73713763292484	-0.845504263749075	0.58048574961971	-1.4565461155644	0.145241711114736	0.257053448384688
MAGED2	57.707912386207	0.161485621320168	0.301890705990866	0.534914186212323	0.59270919818522	0.696077977688092
RBM3	71.9136059207329	0.139561832249403	0.16071133913045	0.868400655513925	0.385175036135693	0.510693099797171
KLF8	10.7429880117598	-0.618071637901165	0.16355365667084	-3.7790144866346	0.000157450265199664	0.00107757704186558
SRPX2	12.6816901433418	-0.2906890456498	0.316200076017707	-0.919319973957001	0.357928233365382	0.485870182872878
SYTL4	8.7007651553224	-1.16382930072799	0.22486057389756	-5.17578195481347	2.26958394441958e-07	4.24113035401697e-06
ZDHHC15	2.83434079446311	-1.38120415027831	0.306697254677548	-4.50347738433612	6.68504848376099e-06	7.68576763178741e-05
CENPI	3.9856842096676	0.904665038759726	0.262831143265704	3.44200092697984	0.000577428270989387	0.00318718092784101
DRP2	0.512024001160129	-1.26573774433158	0.813662852573191	-1.55560468359679	0.119802124321342	0.223872056895828
TAF7L	0.206934498261714	-0.961193330304595	2.84275255856166	-0.3381206455728	0.735272272927432	NA
PBDC1	6.56379473896421	-0.0982236461109195	0.223441165775762	-0.43959512012882	0.660230375683942	0.751419998024143
GLA	9.12097102919238	0.00472683123418997	0.230715902101762	0.0204876698620674	0.983654348038131	0.989796282007629
ARMCX3	26.0322553634179	-0.0725159453988048	0.195006514760078	-0.371864219449403	0.709993946494679	0.790769440673234
BEX4	5.36292080636263	-0.959795603713233	0.283475703545906	-3.3858125818455	0.00070967834023389	0.00378287645175317
KIAA0226L	9.63221107927849	-0.517331285162357	0.293041544508483	-1.76538547129921	0.0774990034740582	0.160965378993541
NALCN	3.1069924137179	0.0360272818027119	0.32461209412911	0.110985642415352	0.911627732081119	0.941307668882692
FGF14	1.17155175954483	-2.12436706246237	0.521818876120286	-4.07108128831405	4.67954149555914e-05	0.000388006837725451
HTR2A	0.587842471339945	-2.66663784891495	0.817532771640425	-3.26181156452504	0.00110702704919793	0.00545414032208701
NDFIP2	10.0007374567952	-0.274090719666067	0.313105528174295	-0.875394060476281	0.381359530426833	0.507372853988389
TNFSF13B	9.88741519575477	1.0684892567677	0.296653122519032	3.60181361886439	0.000316004897649037	0.00192264354474753
FNDC3A	13.9877247527754	-0.374720496614959	0.174974036550204	-2.14157771063047	0.0322274789442968	0.0819818018746245
MLNR	0.375908824852995	-0.760538614930259	1.12108513255022	-0.678395059258524	0.497521240918291	0.613884104280765
CDADC1	4.17799581149318	-0.895803237341642	0.283398957408774	-3.16092636872174	0.00157268248268134	0.00725365171500896
CAB39L	6.74014663511216	-1.58571285273748	0.270075363570571	-5.87137172296403	4.32203950177867e-09	1.34920620539796e-07
KLF5	25.4308284709017	-1.11079613130491	0.314430983442032	-3.53271843361358	0.00041131028166526	0.00239212071585394
STK24	30.7820683873179	0.265553435066349	0.219528136941152	1.20965557657666	0.226411082691212	0.355038337004557
ACP5	31.0120833064033	0.354017788626563	0.225276891125553	1.57147848968343	0.116071546987393	0.218833612606567
DNAJC3	7.75689398713837	0.215392140532181	0.220083062865038	0.978685673164528	0.327735313146518	0.458540987342232
UGGT2	14.0004745051311	-0.680413888420541	0.23203457930653	-2.93238141683045	0.00336373353192996	0.0134799565875748
ARHGEF7	41.918743780392	-0.1143981124641	0.231828166928896	-0.493460798916584	0.621687032058549	0.719637032130575
FGF9	1.14774572513666	-0.184153437078821	0.897210890679452	-0.205251005077928	0.837376021329475	0.888954725644234
SGCG	0.543218284413954	-2.11977765759881	1.3290787733215	-1.5949225133596	0.11072956447458	0.210868188886799
PARP4	16.1804786664773	0.27223401536705	0.194041080476475	1.40297103427053	0.16062547665774	0.276937944621588
SUPT20H	20.8770589454067	0.0897844204664938	0.199691921915658	0.449614684485911	0.652988297921154	0.745239050741684
MRPS31	4.43987836695515	-0.308776621460284	0.241293634462085	-1.27967164218252	0.200660641935429	0.325736818491057
SLC25A15	5.91022125925638	0.349766170086059	0.282122984555698	1.23976488706473	0.215062369120038	0.342569989841878
KPNA3	3.89760922134141	0.218245022794998	0.256924298001622	0.849452638355054	0.395629473563008	0.520013504637889
FLT1	7.85101041045664	-0.552663653366143	0.172736096517758	-3.19946823221935	0.00137681359684855	0.00653241579481111
RGCC	20.7690001401278	-0.287994009354241	0.305536248169804	-0.942585408701446	0.345893006095171	0.47562810895015
VWA8	6.61788529164641	-0.304876229660706	0.201691557285875	-1.51159638887898	0.130636570910378	0.238285048323032
DGKH	12.6243555173742	-0.204397918457627	0.235308903926559	-0.8686365668569	0.38504594709207	0.510587336129192
KATNAL1	7.23580476463732	-0.663748058350585	0.246426676808657	-2.69349109011426	0.00707080352986218	0.0243018593794297
INTS6	25.3117077677188	-0.138502710477369	0.16560329632145	-0.836352376757791	0.402956695593284	0.526780038508727
IRG1	0.464355196822381	-2.34062180812952	2.01728708507691	-1.16028195760758	0.245934027872309	0.375199133872675
DHRS12	11.0952194567948	-0.916360495028024	0.184392651490825	-4.96961504495542	6.70859572983112e-07	1.08668876706156e-05
MEDAG	7.37473775895101	-1.97161525669714	0.385346485618169	-5.11647395339366	3.11300250351402e-07	5.52689851259481e-06
TSC22D1	51.616847839259	-0.321693485210983	0.220391395050746	-1.4596463039626	0.144387306403674	0.256011158758819
CLN5	7.4314239019522	0.0994633917055446	0.222700182275677	0.44662465333064	0.655146092211306	0.747158989212132
OLFM4	3.48604462853873	-0.346902367025354	0.691822121705211	-0.501432891695203	0.616066496171467	0.71516690285817
MSLN	14.937855897732	3.29281301081931	0.716374262639481	4.59649820289039	4.29650677882333e-06	5.28233334232536e-05
MGRN1	55.7396285658943	0.546929297181912	0.200966859631394	2.72148999185771	0.0064988352926371	0.0227803568400581
ZNF629	6.82046532945488	0.152345019472121	0.174463812295985	0.873218448383221	0.382544021175988	0.508485549472911
TRADD	15.3589293846759	0.382957627537363	0.176066604438516	2.17507248895173	0.0296246846889368	0.076611360555466
HSF4	54.7809699770499	-0.017158375211102	0.256254535659163	-0.0669583278476051	0.946614878270205	0.964415558105774
CORO1A	50.027872991838	0.978354535282232	0.292164011684126	3.34864834872264	0.00081206793462388	0.00423907555574011
MAPK3	148.637870146427	-0.19710767662812	0.207541721550043	-0.949725554727045	0.342251721409983	0.472383077399747
GDPD3	8.16567802911726	-0.00712239567615037	0.22310649358038	-0.03192374888714	0.974532859416553	0.983609927964193
ELMO3	11.0613323026283	0.39339461435509	0.276649886376545	1.4219944909706	0.155027850231176	0.269579462889313
MT4	0.120089020235926	-0.0955865099138726	2.93305416973352	-0.0325894117129643	0.974002013575864	NA
PHKB	35.3750237048572	-0.131167278075473	0.175336440828631	-0.748089087787931	0.454406423561724	0.574059170268429
LYRM1	9.35167154818833	-0.717577061210893	0.234652276812229	-3.05804431544087	0.00222786627024284	0.00965886836638967
NUTF2	37.0270880872163	0.63438182631262	0.194355270887311	3.26403201424077	0.0010983875349815	0.0054257524160535
NUP93	63.1230035263979	0.196977549093469	0.174157881231766	1.13102862586698	0.258043043142152	0.388030043563577
CENPT	44.8974729539551	-0.109398996835269	0.15937224157992	-0.68643695885026	0.492437605059725	0.60904631311257
TSNAXIP1	1.91184806006067	-1.04017956277216	0.337761744623092	-3.07962514799565	0.00207261273351939	0.00910086471600095
NFAT5	23.5584851069749	-0.420287893298443	0.167733405351476	-2.50568986194344	0.0122212764698891	0.0377571961067933
LONP2	27.5131270508298	0.0190463744741372	0.209511693744943	0.0909084077059872	0.927565369475534	0.951536726956539
N4BP1	17.5840479036025	0.347632915862096	0.168624793583244	2.06157652427596	0.0392480709689748	0.0954353041107154
CBLN1	2.95896515097014	-3.333521874264	0.644252396593075	-5.17424830996715	2.28830339590274e-07	4.27187728017289e-06
ARL2BP	11.7607311183048	0.356873712065836	0.180564118055352	1.97643759961455	0.0481052365960866	0.112033625990516
PLLP	5.02576676971339	-1.58940519381177	0.34219700177276	-4.64470812303387	3.40557582256637e-06	4.32696308183888e-05
ZNF423	7.00645164082239	-1.30884918754346	0.210942986532502	-6.20475327982422	5.4782778079158e-10	2.08672581956066e-08
CCL22	5.48506986397251	0.640706335865609	0.215079734748198	2.97892470722873	0.00289261847527393	0.0119344248033457
DHODH	8.11702575962608	-0.271475522555539	0.161085436153318	-1.68528905553667	0.0919328162579148	0.182828103632843
CCL17	0.640819600122123	0.310796411768885	0.614314352357865	0.505924060826488	0.61290996065741	0.712875042143943
CTCF	8.97971589321067	-0.0792879343175009	0.179803385724751	-0.440970196405965	0.659234573470378	0.750550563539881
ACD	16.8290144675099	0.107659328468393	0.169315245128289	0.635851357547985	0.524873309643816	0.636880510543416
POLR2C	21.4668059179679	0.304235988802296	0.199192995687689	1.5273428051622	0.126675790646643	0.23320041528429
PARD6A	2.42257860793726	0.376236138357568	0.288043141811368	1.30617981734123	0.191491414608101	0.314619259536052
ZNF821	7.3475196082527	-0.462476433294335	0.242528537967749	-1.90689490469709	0.056534198133792	0.126733123982006
MMP15	10.0480481321444	0.782900731785727	0.30875686653188	2.53565447978431	0.0112237413200495	0.0352510422247631
USB1	25.0507577501594	0.335997291034871	0.211616438424505	1.58776555137393	0.112339363899435	0.213394993584913
CYB5B	18.480000279549	-0.0135822275802002	0.187964601993696	-0.0722594969272765	0.942395397167437	0.961847010313662
CCDC113	3.94067088895033	-0.279383398743076	0.248576857408165	-1.12393165500651	0.261042021060166	0.391158492179086
PRSS54	0.37086911356029	-1.84165384918068	1.98039299042984	-0.929943631430928	0.352400270707464	0.481451134279345
NME3	36.3261965941462	0.437719122171251	0.305592638293035	1.43236147512009	0.152040397938571	0.26580679864784
NDRG4	20.1195940667843	-0.207762225881761	0.291371757768105	-0.713048606608995	0.475815679968848	0.594296810135971
PSMD7	25.0811407177769	0.164719611685987	0.201280508373916	0.818358483971976	0.413152520338163	0.536648578876829
SETD6	25.6423379956241	0.379916502376009	0.16336903689319	2.32551106134264	0.0200446491423832	0.0562413481517314
SLC38A7	14.3629664663687	0.201558736796189	0.143638321795932	1.40323789832733	0.16054590985485	0.276851392931515
VAC14	30.9790912199192	0.380735212378746	0.19062529133982	1.99729642222566	0.0457929917938161	0.107672635025864
HAS3	14.6790763798651	-0.938438999662148	0.413435025014855	-2.26985848532893	0.0232161706726557	0.0632573552070698
TANGO6	21.6690590913256	0.0983993302268222	0.224116219878099	0.439054925521873	0.660621738425459	0.75169783841009
COG4	25.7819348439453	0.310512776354955	0.143963524110294	2.1568850740071	0.0310146202001148	0.0795187195911292
SMPD3	16.0475929546217	-1.07807335760232	0.271838621665191	-3.9658579454178	7.31324107202414e-05	0.000565654269494636
SLC7A6OS	11.4751474777781	-0.0641568638729307	0.146762896077598	-0.437146346846474	0.662005217308965	0.752614312472749
SLC7A6	33.8150779092964	0.383932734793194	0.230089486008564	1.66862354926945	0.0951920088338025	0.187745327046166
PLA2G15	14.6021698375285	0.505263015243732	0.143693194561557	3.51626266494674	0.000437667760850084	0.00251668973187811
ESRP2	31.209604913228	0.312710876792193	0.228163905267395	1.37055366590835	0.170514135171822	0.288785055121235
FA2H	3.89510683623441	-1.47264581484505	0.429234594643094	-3.43086469083311	0.000601660629373486	0.00329776487408054
WDR59	55.6979331864698	-0.0945168596575943	0.105582482642258	-0.89519451799446	0.3706831147147	0.497772959756831
MON1B	26.8986155687286	0.0348367392761049	0.170161094008691	0.204727993076523	0.837784648305208	0.88913821590649
CMC2	11.748313857947	0.904509782335287	0.218884379549562	4.13236332440287	3.59052272636362e-05	0.000310120503919313
AXIN1	18.6950859471045	0.642275636611597	0.164719427694296	3.89920998149412	9.65070550449501e-05	0.000712466923599269
HCFC1R1	36.4429193506618	0.253368243283676	0.270399793374694	0.937013450053129	0.348751639405552	0.477990271206781
NPRL3	43.3982193173939	0.418438242447882	0.149823471132356	2.79287510351585	0.00522418585701066	0.0191266066667837
MLYCD	8.18957588869702	-0.110979828868935	0.174419130292727	-0.636282434631329	0.524592351693151	0.636590674077971
MPG	22.4506115401187	0.342823531552439	0.259511993839767	1.32103155033409	0.186490844500119	0.308554306164422
NECAB2	0.775998677947188	-0.877403861855318	0.572657189818235	-1.53216248299233	0.125482344010129	0.231571850475773
HSDL1	7.043444144361	0.255153772443736	0.215951329697687	1.1815336946567	0.237390776177357	0.36633755894271
TAF1C	50.4211742863688	0.255910498447554	0.22283324732384	1.14843947894204	0.250787183852656	0.380764783616362
NAGPA	12.7534932710984	0.0827661782068952	0.192189163525416	0.430649557387506	0.666723201493583	0.756290817239894
WFDC1	9.65324979771328	-0.529351343489485	0.260980917069903	-2.02831436655462	0.0425281736253008	0.101674228094832
SEC14L5	1.20064649683736	-2.0735469605588	0.551094671357771	-3.76259664324109	0.000168158294199757	0.00114010235064236
COTL1	64.8127396680374	1.12587202763533	0.275537263151028	4.08609715709565	4.38690139432253e-05	0.000367295851642768
USP10	32.7865614338871	-0.0464239159503491	0.180248686700107	-0.257554808305417	0.796750510941764	0.858441764788969
CRISPLD2	80.1318101702934	-1.17148321108129	0.277610833788131	-4.21987569827822	2.44437055292832e-05	0.000224493944351989
TSC2	223.181701432183	0.1053375634063	0.182147485246418	0.578309183153389	0.563055395586418	0.670397163663925
ZNF500	14.6800542686637	0.24609391641778	0.148910315553584	1.65263175692637	0.098405830847444	0.192613094635997
NME4	51.9220298176089	0.799652642028964	0.222377810786504	3.59591921154705	0.000323248114907	0.00195661098124285
ABCC1	31.9320300041435	0.56783542621053	0.215135274743748	2.63943431353547	0.0083044514775055	0.0276986436597145
NOMO3	32.4328869592524	0.0395926310069297	0.183927024432689	0.215262716988168	0.829562495751216	0.883345617969683
LMF1	32.4886665345988	0.19375033808015	0.211559717903353	0.915818663402935	0.359762012946348	0.487201950305493
